id;givens;agility;used;seconds;variables;n_phases;conflicts;level;MB;limit;learned;original
19-1589;19;0.0;100.0;0.0;0;2;44;0.0;0.3;0;0;0
19-1590;19;0.0;100.0;0.0;0;2;22;0.0;0.3;0;0;0
19-1591;19;2.6;88.1;0.0;221;2;42;4.0;0.3;1000;23;59
19-1592;19;1.4;84.0;0.0;257;2;44;5.8;0.3;1000;18;62
19-1593;19;4.0;92.3;0.0;179;2;72;4.0;0.3;1000;35;52
19-1594;19;0.0;100.0;0.0;0;2;35;0.0;0.3;0;0;0
19-1595;19;7.1;95.9;0.0;272;2;77;14.1;0.3;1000;68;62
19-1596;19;5.5;90.8;0.0;283;2;62;10.3;0.3;1000;61;62
19-1597;19;5.3;90.8;0.0;248;2;67;7.0;0.3;1000;50;62
19-1598;19;8.3;97.4;0.0;283;4;131;9.8;0.3;1100;130;62
19-1599;19;0.0;100.0;0.0;0;2;38;0.0;0.3;0;0;0
19-1600;19;4.1;91.2;0.0;251;2;59;6.3;0.3;1000;37;61
19-1601;19;0.0;100.0;0.0;0;2;42;0.0;0.3;0;0;0
19-1602;19;0.0;100.0;0.0;0;2;14;0.0;0.3;0;0;0
19-1603;19;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
19-1604;19;0.0;100.0;0.0;0;2;37;0.0;0.3;0;0;0
19-1605;19;5.0;90.1;0.0;236;2;64;7.1;0.3;1000;42;62
19-1606;19;8.0;95.5;0.0;277;2;99;7.5;0.3;1000;98;62
19-1607;19;0.0;100.0;0.0;0;2;40;0.0;0.3;0;0;0
19-1608;19;0.8;84.5;0.0;224;2;22;7.0;0.3;1000;7;58
19-1609;19;6.3;90.0;0.0;242;2;95;6.6;0.3;1000;77;59
19-1610;19;6.2;87.4;0.0;189;2;86;4.9;0.3;1000;58;54
19-1611;19;4.0;84.5;0.0;264;2;65;7.5;0.3;1000;47;61
19-1612;19;3.5;88.5;0.0;244;2;50;6.8;0.3;1000;34;62
19-1613;19;0.0;100.0;0.0;0;2;18;0.0;0.3;0;0;0
19-1614;19;0.0;100.0;0.0;0;2;78;0.0;0.3;0;0;0
19-1615;19;5.4;86.3;0.0;253;2;89;7.4;0.3;1000;79;60
19-1616;19;11.9;91.1;0.0;276;6;337;9.6;0.4;1210;326;62
19-1617;19;3.8;91.5;0.0;256;2;52;5.3;0.3;1000;34;60
19-1618;19;8.3;95.3;0.0;266;3;171;7.8;0.3;1100;155;62
19-1619;19;11.0;97.1;0.0;272;4;163;11.6;0.3;1100;154;62
19-1620;19;3.0;95.2;0.0;153;2;63;4.1;0.3;1000;28;50
19-1621;19;15.1;97.7;0.0;244;7;379;10.2;0.4;1331;366;61
19-1622;19;0.5;85.6;0.0;236;2;27;4.1;0.3;1000;6;58
19-1623;19;0.0;100.0;0.0;0;2;63;0.0;0.3;0;0;0
19-1624;19;10.2;92.3;0.0;287;4;154;11.7;0.3;1100;142;62
19-1625;19;17.5;100.0;0.0;247;7;524;13.4;0.4;1331;512;62
19-1626;19;12.0;98.8;0.0;218;5;303;7.7;0.4;1210;281;61
19-1627;19;0.0;100.0;0.0;0;2;49;0.0;0.3;0;0;0
19-1628;19;0.0;100.0;0.0;0;2;38;0.0;0.3;0;0;0
19-1629;19;4.4;91.6;0.0;233;2;89;11.1;0.3;1000;50;61
19-1630;19;4.6;84.2;0.0;280;2;60;7.3;0.3;1000;57;62
19-1631;19;3.8;94.5;0.0;205;2;71;6.4;0.3;1000;42;55
19-1632;19;0.8;85.5;0.0;200;2;38;4.3;0.3;1000;7;54
19-1633;19;0.0;100.0;0.0;0;2;51;0.0;0.3;0;0;0
19-1634;19;3.7;87.0;0.0;232;2;56;6.5;0.3;1000;40;56
19-1635;19;0.0;100.0;0.0;0;2;68;0.0;0.3;0;0;0
19-1636;19;12.5;97.9;0.0;224;3;208;8.2;0.3;1100;187;55
19-1637;19;1.7;81.1;0.0;237;2;43;6.3;0.3;1000;21;59
19-1638;19;0.0;100.0;0.0;0;2;29;0.0;0.3;0;0;0
19-1639;19;2.1;91.8;0.0;180;2;49;3.4;0.3;1000;16;49
19-1640;19;15.0;92.7;0.0;277;6;435;10.2;0.4;1331;430;62
19-1641;19;0.7;89.4;0.0;182;2;41;3.3;0.3;1000;4;53
19-1642;19;4.1;93.8;0.0;231;2;66;6.8;0.3;1000;55;59
19-1643;19;1.4;77.9;0.0;285;2;14;8.9;0.3;1000;13;62
19-1644;19;0.9;84.0;0.0;204;2;39;6.8;0.3;1000;7;54
19-1645;19;2.2;91.5;0.0;201;2;40;5.8;0.3;1000;13;58
19-1646;19;0.7;79.6;0.0;236;2;20;2.9;0.3;1000;6;58
19-1647;19;0.0;72.7;0.0;220;2;26;6.5;0.3;1000;0;58
19-1648;19;0.0;100.0;0.0;0;2;84;0.0;0.3;0;0;0
19-1649;19;9.0;95.1;0.0;254;3;142;8.9;0.3;1100;136;62
19-1650;19;0.0;100.0;0.0;0;2;46;0.0;0.3;0;0;0
19-1651;19;3.6;90.3;0.0;236;2;74;7.8;0.3;1000;35;61
19-1652;19;11.6;96.7;0.0;276;5;280;11.2;0.4;1210;276;62
19-1653;19;5.9;90.4;0.0;247;2;91;8.5;0.3;1000;78;58
19-1654;19;1.8;80.1;0.0;284;2;19;4.2;0.3;1000;18;62
19-1655;19;1.3;87.4;0.0;206;2;45;3.8;0.3;1000;9;58
19-1656;19;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
19-1657;19;2.8;92.0;0.0;220;2;44;5.1;0.3;1000;29;58
19-1658;19;0.0;100.0;0.0;0;2;35;0.0;0.3;0;0;0
19-1659;19;4.6;88.6;0.0;257;2;65;5.8;0.3;1000;52;62
19-1660;19;5.8;95.1;0.0;232;2;104;7.7;0.3;1000;72;59
19-1661;19;0.0;100.0;0.0;0;2;61;0.0;0.3;0;0;0
19-1662;19;9.5;94.7;0.0;283;4;197;7.9;0.3;1100;194;62
19-1663;19;5.5;89.0;0.0;262;2;76;9.8;0.3;1000;69;61
19-1664;19;7.4;87.1;0.0;224;3;124;7.0;0.3;1100;91;62
19-1665;19;2.3;91.4;0.0;180;2;43;3.7;0.3;1000;16;54
19-1666;19;4.4;89.3;0.0;252;2;68;7.4;0.3;1000;55;62
19-1667;19;2.8;82.4;0.0;195;2;48;4.1;0.3;1000;23;59
19-1668;19;0.0;100.0;0.0;0;2;86;0.0;0.3;0;0;0
19-1669;19;5.3;90.0;0.0;228;2;80;6.4;0.3;1000;59;58
19-1670;19;3.3;95.5;0.0;291;2;36;14.1;0.3;1000;35;62
19-1671;19;0.0;100.0;0.0;0;2;40;0.0;0.3;0;0;0
19-1672;19;6.2;80.4;0.0;270;2;91;8.9;0.3;1000;88;62
19-1673;19;0.0;100.0;0.0;0;2;28;0.0;0.3;0;0;0
19-1674;19;5.1;92.2;0.0;235;2;68;8.5;0.3;1000;48;60
19-1675;19;0.9;84.4;0.0;232;2;34;4.3;0.3;1000;7;58
19-1676;19;6.7;87.4;0.0;282;2;89;9.3;0.3;1000;87;62
19-1677;19;11.9;94.1;0.0;251;5;246;12.3;0.4;1210;224;61
19-1678;19;0.0;100.0;0.0;0;2;55;0.0;0.3;0;0;0
19-1679;19;0.0;100.0;0.0;0;2;54;0.0;0.3;0;0;0
19-1680;19;1.9;92.0;0.0;177;2;45;3.5;0.3;1000;15;51
19-1681;19;0.0;100.0;0.0;0;2;32;0.0;0.3;0;0;0
19-1682;19;11.1;98.8;0.0;283;4;172;13.8;0.4;1100;171;62
19-1683;19;0.0;100.0;0.0;0;2;31;0.0;0.3;0;0;0
19-1684;19;6.1;89.2;0.0;252;2;107;8.7;0.3;1000;89;62
19-1685;19;0.0;100.0;0.0;0;2;54;0.0;0.3;0;0;0
19-1686;19;4.6;93.6;0.0;226;2;65;9.2;0.3;1000;41;62
19-1687;19;2.3;82.6;0.0;227;2;45;4.2;0.3;1000;15;59
19-1688;19;0.0;100.0;0.0;0;2;41;0.0;0.3;0;0;0
19-1689;19;0.0;100.0;0.0;0;2;33;0.0;0.3;0;0;0
19-1690;19;5.7;83.0;0.0;238;2;98;5.4;0.3;1000;82;59
19-1691;19;0.0;100.0;0.0;0;2;52;0.0;0.3;0;0;0
19-1692;19;3.7;86.6;0.0;245;2;53;6.6;0.3;1000;34;58
19-1693;19;4.5;82.3;0.0;251;2;61;6.9;0.3;1000;51;62
19-1694;19;9.7;95.9;0.0;272;4;132;11.3;0.3;1100;117;62
19-1695;19;0.8;75.9;0.0;270;2;9;10.1;0.3;1000;9;62
19-1696;19;5.0;96.4;0.0;63;2;75;5.5;0.3;1000;45;61
19-1697;19;0.0;100.0;0.0;0;2;58;0.0;0.3;0;0;0
19-1698;19;9.8;93.0;0.0;211;3;132;7.2;0.3;1100;116;58
19-1699;19;0.0;100.0;0.0;0;2;25;0.0;0.3;0;0;0
19-1700;19;1.3;82.2;0.0;227;2;29;9.3;0.3;1000;7;58
19-1701;19;15.4;98.4;0.0;277;9;839;13.8;0.4;1610;826;62
19-1702;19;9.9;95.1;0.0;251;3;144;9.8;0.3;1100;135;62
19-1703;19;0.0;100.0;0.0;0;2;39;0.0;0.3;0;0;0
19-1704;19;0.8;83.5;0.0;238;2;23;3.5;0.3;1000;8;59
19-1705;19;3.9;89.8;0.0;193;2;58;5.2;0.3;1000;40;53
19-1706;19;3.6;85.2;0.0;146;2;60;5.1;0.3;1000;38;62
19-1707;19;0.0;100.0;0.0;0;2;50;0.0;0.3;0;0;0
19-1708;19;8.4;91.1;0.0;276;4;145;8.0;0.3;1100;143;62
19-1709;19;2.0;92.7;0.0;178;2;75;5.5;0.3;1000;15;53
19-1710;19;8.2;91.9;0.0;213;3;133;7.7;0.3;1100;101;61
19-1711;19;3.0;84.4;0.0;287;2;31;7.9;0.3;1000;29;62
19-1712;19;0.3;84.2;0.0;160;2;31;4.1;0.3;1000;2;51
19-1713;19;11.5;96.3;0.0;249;4;191;10.2;0.4;1100;169;60
19-1714;19;0.0;100.0;0.0;0;2;45;0.0;0.3;0;0;0
19-1715;19;1.9;83.1;0.0;269;2;38;5.7;0.3;1000;23;61
19-1716;19;7.2;84.4;0.0;275;3;115;9.3;0.3;1100;104;62
19-1717;19;3.0;86.3;0.0;214;2;50;8.1;0.3;1000;29;59
19-1718;19;15.0;94.4;0.0;267;7;539;12.3;0.4;1331;522;62
19-1719;19;7.4;96.3;0.0;238;3;117;7.2;0.3;1100;105;62
19-1720;19;8.4;94.0;0.0;246;3;133;7.9;0.3;1100;102;61
19-1721;19;14.0;100.0;0.0;255;6;306;13.6;0.4;1210;286;62
19-1722;19;2.8;90.8;0.0;288;2;31;11.7;0.3;1000;30;62
19-1723;19;13.3;95.5;0.0;260;5;250;9.8;0.4;1210;236;62
19-1724;19;15.4;98.4;0.0;265;7;408;12.8;0.4;1331;384;62
19-1725;19;8.6;94.1;0.0;240;3;155;8.0;0.3;1100;133;62
19-1726;19;1.5;82.9;0.0;251;2;15;5.7;0.3;1000;15;57
19-1727;19;2.5;85.3;0.0;238;2;38;5.2;0.3;1000;22;58
19-1728;19;2.6;84.5;0.0;282;2;35;10.5;0.3;1000;34;62
19-1729;19;1.4;77.4;0.0;270;2;24;4.0;0.3;1000;13;62
19-1730;19;1.7;88.1;0.0;229;2;49;5.2;0.3;1000;20;60
19-1731;19;6.4;93.1;0.0;249;2;82;6.9;0.3;1000;66;62
19-1732;19;2.2;86.0;0.0;249;2;31;7.1;0.3;1000;18;62
19-1733;19;1.3;91.8;0.0;235;2;30;11.9;0.3;1000;9;58
19-1734;19;2.4;88.6;0.0;198;2;65;4.4;0.3;1000;16;56
19-1735;19;11.6;95.9;0.0;249;5;232;12.9;0.4;1210;206;62
19-1736;19;12.9;89.4;0.0;289;7;374;11.4;0.4;1331;365;62
19-1737;19;7.4;95.5;0.0;240;2;95;9.3;0.3;1000;83;58
19-1738;19;7.1;88.5;0.0;265;3;105;7.4;0.3;1100;98;62
19-1739;19;0.0;100.0;0.0;0;2;24;0.0;0.3;0;0;0
19-1740;19;1.3;90.3;0.0;227;2;32;4.6;0.3;1000;11;62
19-1741;19;0.0;100.0;0.0;0;2;39;0.0;0.3;0;0;0
19-1742;19;4.7;94.0;0.0;126;2;65;5.4;0.3;1000;38;54
19-1743;19;0.7;81.6;0.0;260;2;31;4.8;0.3;1000;9;62
19-1744;19;2.2;100.0;0.0;0;2;52;3.7;0.3;1000;19;59
19-1745;19;0.2;66.4;0.0;268;2;4;3.5;0.3;1000;3;62
19-1746;19;8.1;93.6;0.0;282;3;136;8.8;0.3;1100;134;62
19-1747;19;4.3;81.8;0.0;282;2;57;8.1;0.3;1000;55;62
19-1748;19;1.6;93.8;0.0;154;2;88;6.3;0.3;1000;20;45
19-1749;19;2.5;94.8;0.0;149;2;76;4.8;0.3;1000;18;52
19-1750;19;8.5;89.7;0.0;289;4;178;8.5;0.3;1100;175;62
19-1751;19;3.1;92.0;0.0;267;2;48;7.2;0.3;1000;28;62
19-1752;19;15.4;94.8;0.0;278;6;399;10.3;0.4;1331;392;62
19-1753;19;7.9;94.1;0.0;279;4;125;10.8;0.3;1100;123;62
19-1754;19;7.1;92.3;0.0;270;2;92;8.2;0.3;1000;81;62
19-1755;19;2.5;91.1;0.0;222;2;47;4.6;0.3;1000;19;58
19-1756;19;6.3;82.6;0.0;292;4;116;12.6;0.3;1100;115;62
19-1757;19;1.5;77.1;0.0;267;2;23;6.3;0.3;1000;15;61
19-1758;19;11.0;92.5;0.0;249;5;230;8.8;0.4;1210;216;62
19-1759;19;2.1;86.1;0.0;244;2;35;5.8;0.3;1000;14;62
19-1760;19;2.8;90.1;0.0;171;2;69;4.4;0.3;1000;26;55
19-1761;19;0.0;100.0;0.0;0;2;29;0.0;0.3;0;0;0
19-1762;19;11.2;97.9;0.0;240;4;190;7.6;0.3;1100;176;62
19-1763;19;0.0;100.0;0.0;0;2;56;0.0;0.3;0;0;0
19-1764;19;0.0;100.0;0.0;0;2;24;0.0;0.3;0;0;0
19-1765;19;4.1;88.1;0.0;271;2;52;7.1;0.3;1000;47;62
19-1766;19;1.3;78.7;0.0;281;2;22;4.0;0.3;1000;14;62
19-1767;19;0.0;100.0;0.0;0;2;62;0.0;0.3;0;0;0
19-1768;19;8.4;94.1;0.0;270;3;117;8.6;0.3;1100;108;62
19-1769;19;5.9;95.1;0.0;246;2;80;7.1;0.3;1000;70;61
19-1770;19;9.7;88.5;0.0;272;4;165;10.4;0.3;1100;164;62
19-1771;19;6.0;90.5;0.0;271;2;75;7.6;0.3;1000;68;62
19-1772;19;3.6;94.8;0.0;175;2;69;8.1;0.3;1000;39;54
19-1773;19;0.0;100.0;0.0;0;2;52;0.0;0.3;0;0;0
19-1774;19;9.7;93.4;0.0;261;3;144;5.5;0.3;1100;134;62
19-1775;19;11.6;94.0;0.0;283;4;214;9.0;0.3;1100;211;62
19-1776;19;4.9;88.2;0.0;270;2;60;7.0;0.3;1000;55;61
19-1777;19;11.3;94.8;0.0;266;3;198;9.4;0.3;1100;189;61
19-1778;19;0.5;87.2;0.0;203;2;55;3.0;0.3;1000;5;58
19-1779;19;3.1;90.3;0.0;275;2;39;7.0;0.3;1000;33;62
19-1780;19;14.2;96.4;0.0;283;5;307;12.0;0.4;1210;307;62
19-1781;19;8.2;92.0;0.0;286;4;141;9.9;0.3;1100;139;62
19-1782;19;9.2;90.4;0.0;280;3;176;9.2;0.3;1100;169;62
19-1783;19;15.4;99.3;0.0;286;8;564;14.5;0.4;1464;558;62
19-1784;19;7.3;86.7;0.0;286;3;126;8.6;0.3;1100;124;62
19-1785;19;3.0;88.8;0.0;231;2;39;5.1;0.3;1000;23;60
19-1786;19;3.8;89.0;0.0;269;2;47;8.0;0.3;1000;47;62
19-1787;19;3.4;92.2;0.0;273;2;44;7.0;0.3;1000;33;62
19-1788;19;8.5;97.3;0.0;216;3;134;10.1;0.3;1100;109;55
19-1789;19;2.9;84.6;0.0;259;2;52;3.9;0.3;1000;35;60
19-1790;19;11.8;94.9;0.0;277;5;255;9.2;0.4;1210;245;62
19-1791;19;0.0;100.0;0.0;0;2;91;0.0;0.3;0;0;0
19-1792;19;2.6;85.5;0.0;256;2;50;6.4;0.3;1000;27;62
19-1793;19;5.3;86.6;0.0;265;2;74;7.9;0.3;1000;62;61
19-1794;19;10.2;88.5;0.0;267;4;201;8.9;0.3;1100;191;62
19-1795;19;1.1;74.1;0.0;279;2;12;7.2;0.3;1000;12;62
19-1796;19;0.0;100.0;0.0;0;2;32;0.0;0.3;0;0;0
19-1797;19;0.8;75.2;0.0;268;2;21;5.9;0.3;1000;7;62
19-1798;19;11.7;96.3;0.0;230;4;259;7.5;0.3;1210;240;62
19-1799;19;7.4;95.3;0.0;282;3;114;8.8;0.3;1100;111;62
19-1800;19;1.3;77.2;0.0;273;2;19;10.6;0.3;1000;14;62
19-1801;19;0.0;100.0;0.0;0;2;69;0.0;0.3;0;0;0
19-1802;19;3.9;84.4;0.0;230;2;65;8.2;0.3;1000;42;57
19-1803;19;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
19-1804;19;4.5;80.8;0.0;298;2;63;8.0;0.3;1000;62;62
19-1805;19;8.3;96.2;0.0;262;4;133;10.9;0.3;1100;129;59
19-1806;19;12.0;91.2;0.0;276;4;213;8.3;0.4;1100;213;62
19-1807;19;0.0;100.0;0.0;0;2;62;0.0;0.3;0;0;0
19-1808;19;6.3;84.2;0.0;273;3;113;7.1;0.3;1100;107;62
19-1809;19;9.4;89.2;0.0;253;3;145;6.5;0.3;1100;134;62
19-1810;19;10.2;90.4;0.0;267;3;173;8.2;0.3;1100;158;62
19-1811;19;11.8;98.6;0.0;233;5;249;7.7;0.3;1210;218;59
19-1812;19;4.8;92.3;0.0;259;2;74;8.5;0.3;1000;51;61
19-1813;19;0.0;100.0;0.0;0;2;42;0.0;0.3;0;0;0
19-1814;19;2.7;85.6;0.0;265;2;39;5.8;0.3;1000;31;62
19-1815;19;2.6;80.5;0.0;206;2;40;4.7;0.3;1000;28;62
19-1816;19;8.2;94.8;0.0;285;3;138;10.0;0.3;1100;134;62
19-1817;19;2.5;78.3;0.0;243;2;47;6.4;0.3;1000;25;60
19-1818;19;14.4;89.6;0.0;257;5;299;8.3;0.3;1210;276;62
19-1819;19;5.9;90.7;0.0;278;2;74;7.2;0.3;1000;74;62
19-1820;19;1.3;85.0;0.0;203;2;35;4.6;0.3;1000;16;52
19-1821;19;0.0;100.0;0.0;0;2;6;0.0;0.3;0;0;0
19-1822;19;1.4;88.1;0.0;279;2;17;6.8;0.3;1000;16;62
19-1823;19;2.9;91.9;0.0;260;2;43;6.8;0.3;1000;22;61
19-1824;19;0.0;100.0;0.0;0;2;32;0.0;0.3;0;0;0
19-1825;19;0.0;71.2;0.0;274;2;16;3.8;0.3;1000;2;62
19-1826;19;4.4;86.1;0.0;262;2;61;6.5;0.3;1000;46;61
19-1827;19;8.7;95.5;0.0;261;4;134;7.3;0.3;1100;125;61
19-1828;19;0.0;100.0;0.0;0;2;45;0.0;0.3;0;0;0
19-1829;19;7.1;89.2;0.0;285;4;130;7.3;0.3;1100;129;62
19-1830;19;10.3;92.5;0.0;251;3;162;7.3;0.3;1100;155;61
19-1831;19;2.9;84.1;0.0;271;2;58;5.7;0.3;1000;41;62
19-1832;19;4.3;93.8;0.0;283;2;67;11.0;0.3;1000;66;62
19-1833;19;4.2;82.6;0.0;278;2;66;6.9;0.3;1000;51;62
19-1834;19;4.9;85.7;0.0;284;2;63;7.1;0.3;1000;59;62
19-1835;19;1.3;78.5;0.0;285;2;17;6.9;0.3;1000;13;62
19-1836;19;8.5;85.0;0.0;284;3;109;7.9;0.3;1100;107;62
19-1837;19;5.6;86.8;0.0;247;2;97;7.0;0.3;1000;70;61
19-1838;19;0.0;100.0;0.0;0;2;43;0.0;0.3;0;0;0
19-1839;19;3.9;86.7;0.0;248;2;52;5.3;0.3;1000;34;62
19-1840;19;0.0;100.0;0.0;0;2;44;0.0;0.3;0;0;0
19-1841;19;8.2;94.4;0.0;229;3;129;6.1;0.3;1100;98;57
19-1842;19;9.5;95.1;0.0;195;3;176;7.3;0.3;1100;147;55
19-1843;19;8.6;93.8;0.0;251;4;140;12.4;0.3;1100;127;60
19-1844;19;0.9;91.2;0.0;224;2;50;4.7;0.3;1000;9;59
19-1845;19;0.0;100.0;0.0;0;2;73;0.0;0.3;0;0;0
19-1846;19;0.0;100.0;0.0;0;2;44;0.0;0.3;0;0;0
19-1847;19;9.5;90.0;0.0;295;4;196;13.5;0.3;1100;196;62
19-1848;19;9.9;91.2;0.0;267;4;139;10.8;0.3;1100;123;61
19-1849;19;10.6;98.5;0.0;218;4;159;8.5;0.3;1100;142;57
19-1850;19;7.2;84.1;0.0;292;3;114;8.8;0.3;1100;110;62
19-1851;19;0.0;100.0;0.0;0;2;16;0.0;0.3;0;0;0
19-1852;19;6.5;91.1;0.0;256;2;97;7.6;0.3;1000;74;62
19-1853;19;4.7;91.1;0.0;289;2;80;8.7;0.3;1000;75;62
19-1854;19;7.0;95.7;0.0;209;2;115;8.9;0.3;1000;83;59
19-1855;19;6.1;83.7;0.0;278;2;84;10.0;0.3;1000;83;62
19-1856;19;4.4;95.1;0.0;246;2;64;6.1;0.3;1000;47;60
19-1857;19;1.8;85.2;0.0;258;2;19;5.6;0.3;1000;11;62
19-1858;19;1.2;87.0;0.0;200;2;46;4.7;0.3;1000;14;54
19-1859;19;0.0;100.0;0.0;0;2;27;0.0;0.3;0;0;0
19-1860;19;7.8;94.7;0.0;178;2;104;5.7;0.3;1000;75;53
19-1861;19;0.0;100.0;0.0;0;2;44;0.0;0.3;0;0;0
19-1862;19;9.0;94.7;0.0;261;3;134;9.1;0.3;1100;128;62
19-1863;19;0.6;75.0;0.0;286;2;8;7.2;0.3;1000;6;62
19-1864;19;0.9;88.2;0.0;217;2;40;4.4;0.3;1000;4;57
19-1865;19;3.6;87.1;0.0;267;2;54;7.1;0.3;1000;43;61
19-1866;19;10.9;94.7;0.0;282;5;242;10.1;0.4;1210;239;62
19-1867;19;12.3;92.6;0.0;283;5;247;11.4;0.4;1210;244;62
19-1868;19;0.0;100.0;0.0;0;2;43;0.0;0.3;0;0;0
19-1869;19;0.0;100.0;0.0;0;2;13;0.0;0.3;0;0;0
19-1870;19;7.5;97.5;0.0;225;3;105;8.4;0.3;1100;93;57
19-1871;19;0.8;85.0;0.0;143;2;18;3.1;0.3;1000;6;43
19-1872;19;11.1;97.3;0.0;275;5;225;9.5;0.4;1210;224;62
19-1873;19;6.8;93.1;0.0;259;2;77;8.6;0.3;1000;61;60
19-1874;19;3.2;86.4;0.0;289;2;44;7.1;0.3;1000;43;62
19-1875;19;0.0;100.0;0.0;0;2;52;0.0;0.3;0;0;0
19-1876;19;5.0;91.4;0.0;188;2;88;5.6;0.3;1000;72;62
19-1877;19;1.8;84.2;0.0;216;2;43;7.4;0.3;1000;20;55
19-1878;19;0.0;100.0;0.0;0;2;37;0.0;0.3;0;0;0
19-1879;19;0.0;100.0;0.0;0;2;11;0.0;0.3;0;0;0
19-1880;19;0.0;100.0;0.0;0;2;25;0.0;0.3;0;0;0
19-1881;19;6.1;85.0;0.0;254;2;94;6.2;0.3;1000;76;62
19-1882;19;3.1;84.8;0.0;262;2;45;4.5;0.3;1000;38;62
19-1883;19;2.0;86.0;0.0;278;2;20;6.6;0.3;1000;19;62
19-1884;19;6.7;97.4;0.0;274;2;85;9.0;0.3;1000;71;62
19-1885;19;9.2;97.1;0.0;267;4;186;7.1;0.3;1100;173;62
19-1886;19;9.1;98.5;0.0;254;3;151;8.4;0.3;1100;129;62
19-1887;19;14.5;99.2;0.0;285;8;546;15.0;0.4;1464;542;62
19-1888;19;2.2;88.8;0.0;255;2;22;8.3;0.3;1000;19;58
19-1889;19;4.0;90.5;0.0;156;2;54;6.2;0.3;1000;30;62
19-1890;19;13.0;94.1;0.0;280;5;289;8.5;0.4;1210;287;62
19-1891;19;6.1;93.0;0.0;243;2;98;7.6;0.3;1000;75;62
19-1892;19;5.6;89.0;0.0;249;2;54;5.1;0.3;1000;50;59
19-1893;19;4.0;89.7;0.0;263;2;44;6.9;0.3;1000;40;62
19-1894;19;5.3;92.2;0.0;235;2;95;12.0;0.3;1000;75;57
19-1895;19;5.1;93.1;0.0;239;2;104;8.3;0.3;1000;75;58
19-1896;19;14.6;98.9;0.0;274;7;504;13.2;0.4;1331;492;62
19-1897;19;1.0;78.6;0.0;279;2;11;6.4;0.3;1000;10;62
19-1898;19;0.0;100.0;0.0;0;2;42;0.0;0.3;0;0;0
19-1899;19;4.9;85.7;0.0;262;2;78;6.0;0.3;1000;68;62
19-1900;19;2.0;90.0;0.0;187;2;47;4.9;0.3;1000;17;53
19-1901;19;1.7;85.2;0.0;214;2;46;8.4;0.3;1000;20;54
19-1902;19;0.0;100.0;0.0;0;2;13;0.0;0.3;0;0;0
19-1903;19;15.2;99.3;0.0;269;9;565;13.4;0.4;1464;552;62
19-1904;19;6.3;96.2;0.0;239;2;90;9.4;0.3;1000;70;59
19-1905;19;0.0;100.0;0.0;0;2;35;0.0;0.3;0;0;0
19-1906;19;0.4;87.7;0.0;185;2;50;3.6;0.3;1000;5;52
19-1907;19;5.3;96.6;0.0;179;2;78;6.1;0.3;1000;49;60
19-1908;19;0.0;100.0;0.0;0;2;66;0.0;0.3;0;0;0
19-1909;19;13.7;95.9;0.0;281;5;260;10.0;0.4;1210;258;62
19-1910;19;13.1;96.7;0.0;247;4;242;7.1;0.4;1100;212;60
19-1911;19;15.5;99.5;0.0;157;6;370;11.6;0.4;1210;343;62
19-1912;19;11.9;95.6;0.0;287;4;218;10.1;0.3;1100;215;62
19-1913;19;7.7;92.9;0.0;246;3;171;7.8;0.3;1100;150;62
19-1914;19;8.4;93.6;0.0;284;4;124;13.7;0.3;1100;117;62
19-1915;19;3.2;81.8;0.0;292;2;36;8.8;0.3;1000;36;62
19-1916;19;1.4;87.8;0.0;236;2;34;5.8;0.3;1000;13;58
19-1917;19;2.4;77.4;0.0;279;2;40;5.6;0.3;1000;30;62
19-1918;19;3.4;100.0;0.0;0;2;54;6.6;0.3;1000;21;60
19-1919;19;1.0;77.6;0.0;276;2;24;6.6;0.3;1000;12;62
19-1920;19;0.0;100.0;0.0;0;2;68;0.0;0.3;0;0;0
19-1921;19;9.9;93.6;0.0;284;4;150;14.1;0.3;1100;138;61
19-1922;19;5.8;92.9;0.0;238;2;86;6.5;0.3;1000;60;59
19-1923;19;4.5;95.5;0.0;187;2;64;6.6;0.3;1000;33;57
19-1924;19;4.0;79.7;0.0;266;2;53;7.1;0.3;1000;41;61
19-1925;19;2.2;82.2;0.0;290;2;26;9.3;0.3;1000;23;62
19-1926;19;9.0;88.6;0.0;286;4;141;7.5;0.3;1100;139;62
19-1927;19;7.5;94.8;0.0;272;3;109;6.7;0.3;1100;100;62
19-1928;19;3.1;87.7;0.0;213;2;51;4.7;0.3;1000;37;56
19-1929;19;8.1;96.8;0.0;276;3;101;8.5;0.3;1100;100;62
19-1930;19;13.3;96.7;0.0;287;5;277;11.3;0.4;1210;273;62
19-1931;19;8.7;94.0;0.0;214;4;147;8.2;0.3;1100;120;55
19-1932;19;3.2;87.2;0.0;272;2;52;7.2;0.3;1000;41;62
19-1933;19;1.9;94.5;0.0;183;2;38;4.0;0.3;1000;11;52
19-1934;19;15.7;97.5;0.0;257;8;637;10.0;0.4;1464;625;62
19-1935;19;0.0;100.0;0.0;0;2;30;0.0;0.3;0;0;0
19-1936;19;10.3;92.2;0.0;271;4;229;8.7;0.3;1210;216;62
19-1937;19;2.7;91.8;0.0;220;2;55;5.2;0.3;1000;28;60
19-1938;19;4.9;84.9;0.0;285;2;57;11.7;0.3;1000;51;62
